genus	abstract	link
Catenulispora	Ca.te.nu.li.spo'ra. L. fem. n. catenula small chain; Gr. fem. n. spora seed and in biology a spore; N.L. fem. n. Catenulispora a thin chain of spores. Actinobacteria / Actinobacteria / Catenulisporales / Catenulisporaceae / Catenulispora Stable, extensively-branched vegetative mycelium. Monopodially or dichotomously branched aerial hyphae produced on various media. Rod shaped and nonmotile spores, formed on the aerial mycelium and arranged in straight or flexuous chains, are 0.4–1.2 × 0.5–1.5 µm. Gram-stain-positive. Aerobic and non-acid-fast. Some species acidophilic. Optimal temperature is 25–30°C. Peptidoglycan contains LL-diaminopimelic acid and glycine (A3γ type sensu Schleifer and Kandler, 1972) plus glutamic acid and alanine. Arabinose is common to all, although additional sugars complete the whole-cell sugar pattern in the different species. Predominant menaquinones are MK-9 (H8), (H6), (H4), in different amounts depending on the species. Predominant fatty acids are saturated C16 iso and C17 anteiso. Polar lipids containing glucosamine are not detected. Natural habitat is soil. DNA G+C content (mol%): 69–72. Type species: Catenulispora acidiphila Busti, Cavaletti, Monciardini, Schumann, Rohde, Sosio and Donadio 2006a, 1745VP.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00025/abstract
Corynebacterium	Co.ry.ne.bac.te'ri.um. Gr. n. coryne a club; L. neut. n. bacterium a rod, and in biology a bacterium (so called because the first ones observed were rod-shaped); N.L. neut. n. Corynebacterium a club bacterium. Actinobacteria / Actinobacteria / Corynebacteriales / Corynebacteriaceae / Corynebacterium Straight to slightly curved rods with tapered ends. Rods are usually short or of medium length. Club-shaped forms may be observed; sometimes ellipsoidal, ovoid or rarely, “whip handles” (see below, Corynebacterium matruchotii) or thinner rods with bulges (see below, Corynebacterium sundsvallense) observed. Snapping division produces angular and palisade arrangements of cells. Gram-stain-positive; some cells stain unevenly. Metachromatic (synonym being polyphosphate) granules may be observed for some species. Not-acid-fast (Ziehl–Neelsen stain), and no species has aerial mycelium. Nonsporeforming. All species are nonmotile. All species are catalase positive. All species are oxidase negative except for Corynebacterium bovis, Corynebacterium aurimucosum, Corynebacterium doosanense, and Corynebacterium maris (below). Many species are facultatively anaerobic and some are aerobic. Chemoorganotrophs. Some species are lipophilic. Many species produce acid from glucose and some other sugars in peptone media. Several species alkalinize citrate as sole carbon sources, but most do not. DNA G+C content (mol%): 46–74. Type species: Corynebacterium diphtheriae (Kruse 1886) Lehmann and Neumann 1896, 350 (“Bacillus diphtheria” Kruse in Flügge 1886, 225).	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00026/abstract
Turicella	Tu.ri.cel'la. Turicum proper name Turicum; L. fem. dim. suff. -ella; N.L. fem. dim. n. Turicella pertaining to Turicum, the Latin name of Zurich, Switzerland, where the first isolates were collected. Actinobacteria / Actinobacteria / Corynebacteriales / Corynebacteriaceae / Turicella Cells are Gram-stain positive, nonmotile, nonsporeforming diphtheroids that occur as single cells or are arranged in V-shaped forms or palisades. Colonies are circular, convex, and creamy in color and range from 1.0–2.0 mm in diameter after 48 h of incubation at 37°C on sheep blood agar. Catalase positive and oxidase negative. Metabolism is respiratory. Cell wall contains meso-diaminopimelic acid, arabinose, and galactose. Mycolic acids are not produced. The principal menaquinones are MK-10 and MK-11. Major fatty acids are C16:0, C18:0, and C18:1; tuberculostearic acid is produced. DNA G+C content (mol%): 65–72. Type species: Turicella otitidis Funke, Stubbs, Altwegg, Carlotti and Collins 1994, 272VP.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00027/abstract
Dietzia	Diet'zi.a. N.L. fem. n. Dietzia honoring Alma Dietz, an American microbiologist. Actinobacteria / Actinobacteria / Corynebacteriales / Dietziaceae / Dietzia Gram-stain-positive, non-spore-forming cocci that germinate into short rods. Rod-shaped cells exhibit a morphogenetic cycle. Aerobic and chemo-organotrophic. Mesophilic. Catalase-positive. The diagnostic amino acid of the peptidoglycan is meso-diaminopimelic acid; the glycan moiety of cell wall contains N-acetyl residues (N-acetylmuramic acid). The major cell-wall sugars are arabinose and galactose. Short-chain mycolic acids with 33–39 carbon atoms are present. The long-chain cellular fatty acids are predominantly straight-chain saturated and monounsaturated fatty acids. Tuberculostearic acid is present. The polar lipids can include phosphatidylethanolamine, phosphatidylglycerol, diphosphatidylglycerol, phosphatidylinositol, and phosphatidylinnositol mannosides. All species studied contain phosphatidylglycerol. Menaquinone MK-8 (H2) is the major menaquinone. Species of the genus have been isolated from air, soil, lake sediments, deep-sea mud, deep-sea sediments, plant tissues, skin, and intestines of carp, fish-egg processing plant water, human perianal swab, human bone biopsy, and human skin. DNA G+C content (mol%): 65.5–73. Type species: Dietzia maris (Nesterenko, Nogina, Kasumova, Kvasnikow and Batrako 1982) Rainey, Klatte, Kroppenstedt and Stackebrandt 1995b, 33VP.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00028/abstract
Mycobacterium	My.co.bac.te'ri.um. Gr. n. mukês a fungus; L. neut. n. bacterium, a small rod; N.L. neut. n. Mycobacterium a fungus rodlet. Actinobacteria / Actinobacteria / Corynebacteriales / Mycobacteriaceae / Mycobacterium Aerobic to microaerophilic, slightly curved or straight rods (0.2–0.6 × 1.0–10 µm), which are acid–alcohol-fast at some stage of growth. Most species are difficult to stain by Gram's method, but are usually considered Gram-stain-positive. Branching may sometimes occur and a filamentous or mycelium-like growth may appear which, on slight disturbance, becomes fragmented into rods or coccoid elements. Cells are nonmotile and asporogenous; conidia or capsules are not produced; there are no grossly visible aerial hyphae. Colonies may be white- to cream-colored; some strains produce yellow- or orange-pigmented colonies with or without light stimulation. Whole-organism hydrolysates are rich in meso-diaminopimelic acid, arabinose, and galactose. The peptidoglycan is of the A1γ type. Muramic acid moieties are N-glycolated. Cells and cell walls are rich in lipids. These include waxes which have characteristic, chloroform-soluble, mycolic acids with long (60–90 carbon atoms) branched chains. The fatty acid esters released on pyrolysis MS of mycolic acid esters have 22–26 carbon atoms. Cells contain diphosphatidylglycerol, phosphatidylethanolamine, phosphatidylinositol, and phospatidylinositol mannosides as predominant polar lipids, straight-chain saturated, unsaturated, and 10-methyloctadecanoic (tuberculostearic) fatty acids as major fatty acid components, and dihydrogenated menaquinones with nine isoprene units as the predominant isoprenolog. The genus includes obligate parasites, saprophytes, and opportunistic forms. DNA G+C content (mol%): 57–73 (T m; HPLC; whole-genome sequencing). Type species: Mycobacterium tuberculosis (Zopf 1883) Lehmann and Neumann 1896, 363AL.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00029/abstract
Gordonia	Gor.do'ni.a. N.L. fem. n. Gordonia named after Ruth E. Gordon, a celebrated bacterial systematist. Actinobacteria / Actinobacteria / Corynebacteriales / Nocardiaceae / Gordonia Aerobic, Gram-stain-positive to Gram-stain-variable, nonspore-forming actinomycetes that are usually partially acid–alcoholfast. Nonmotile, short rods and cocci (0.5–1.0 × 1.0–2.5 µm) occur singly, in pairs, in V-shaped arrangements, or as short chains. Elementary branched hyphae which fragment into rod- and coccoid-like elements are formed by some species. Colonial appearance ranges from convex, shiny and smooth to rough, matt and folded with irregular margins. Colonies may be cream, beige, light yellow, or tan through to apricot, orange, pink, or red. Chemo-organotrophic with an oxidative type of metabolism. Mycobactins are formed. Catalase-positive, arylsulfatase-negative, and sensitive to lysozyme. Most strains grow well between 20 and 37°C. DNA G+C content (mol%): 63–69 (HPLC, T m). Type species: Gordonia bronchialis (Tsukamura 1971) Stackebrandt, Smida and Collins 1988, 345VP.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00030/abstract
Millisia	Mil.li'si.a N.L. fem. n. named after Nancy F. Millis, a celebrated microbiologist who promoted wastewater microbiology in Australia Actinobacteria / Actinobacteria / Corynebacteriales / Nocardiaceae / Millisia Aerobic, Gram-stain-positive to Gram-stain-variable, acid–alcohol-fast, nonmotile, catalase-positive actinomycete that forms non-sporing rods which show only rudimentary right-angled branching and which contain polyphosphate storage granules. In stationary phase, the rods fragment into spherical unicells (Figure 1). Salmon pink, irregular colonies with filamentous margins and sparse unbranched aerial hyphae are formed on glucose-yeast extract agar. Colonies are matt and dry in appearance, soft in texture, and easy to emulsify. Diffusible pigments are not produced. Whole-organism hydrolysates are rich in meso-diaminopimelic acid, arabinose, and galactose. The organism contains N-glycolated muramic acid residues, a predominant dihydrogenated menaquinone with eight isoprene units, and diphosphatidylglycerol, phosphatidylethanolamine, phosphatidylglycerol, phosphatidylinositol, and phosphatidylinositol mannosides as major polar lipids. Mycolic acids have 44–52 carbon atoms (principal components C48, C50, and C52), and oleic, palmitic, and palmitoleic acids are the predominant fatty acids, with relatively small amounts of myristic, stearic, and tuberculostearic acids. A member of the family Nocardiaceae in the order Corynebacteriales. DNA G+C content (mol%): 64.7 (HPLC). Type species: Millisia brevis Soddell, Stainsby, Eales, Kroppenstedt, Seviour and Goodfellow 2006a, 742VP.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00031/abstract
Nocardia	No.card'ia. N.L. fem. n. Nocardia named after Edmond Nocard (1850–1903), a French veterinarian who first isolated members of this taxon. Actinobacteria / Actinobacteria / Corynebacteriales / Nocardiaceae / Nocardia Aerobic, Gram-stain-positive to Gram-stain-variable, nonmotile catalase-positive actinomycetes which are typically acid–alcohol-fast at some stages of the growth cycle. Rudimentary to extensively branched, substrate hyphae that often fragment in situ or on mechanical disruption into coccoid to rod-shaped, nonmotile elements. Aerial hyphae, at times visible only microscopically, are almost always present. Colonial appearance is variable; colonies may be smooth to granular and irregular, wrinkled or heaped. Carotenoid-like pigments confer various shades of orange, pink, red, or yellow to colonies growing on solid culture media. Soluble brown or yellowish diffusible pigments may be produced. Chemo-organotrophic with an oxidative type of carbohydrate metabolism. Arylsulfatase-negative. Most strains grow well from 20°C up to 45°C. DNA G+C content (mol%): 63–72% (HPLC, T m). Type species: Nocardia asteroides (Eppinger 1891) Blanchard 1896, 856VP.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00032/abstract
Rhodococcus	Rho.do.coc'cus. Gr. n. rhodon the rose; N.L. masc. n. coccus (from Gr. masc. n. kokkos grain, seed) coccus; N.L. masc. n. Rhodococcus a red coccus. Actinobacteria / Actinobacteria / Corynebacteriales / Nocardiaceae / Rhodococcus Aerobic, Gram-stain-positive to Gram-stain-variable, nonmotile actinomycetes that are usually partially acid–alcohol-fast at some stage of the growth cycle. Rods to extensively branched substrate mycelium may be formed. In all strains the growth cycle begins with the coccus or short rod stage, with different organisms showing a succession of more or less complex morphological stages by which the completion of the cycle is achieved. Cocci may germinate into short rods, form filaments with side projections, show elementary branching, or, in the most differentiated forms, produce extensively branched hyphae. The next generation of cocci and short rods are formed by fragmentation of the rods, filaments, and hyphae. Some strains form sparse microscopically visible aerial hyphae, which may be branched, or aerial synnemata consisting of unbranched filaments that coalesce and project upwards. Colonies may be rough, smooth, or mucoid and pigmented buff, cream, orange, red, or yellow, although colorless variants occur. Chemo-organotrophic with an oxidative type of metabolism. Catalase-positive, arylsulfatase-negative, and sensitive to lysozyme. Most strains grow well on standard media between 15 and 40°C, and use a wide range of organic compounds as sole sources of carbon for energy and growth. DNA G+C content (mol%): 63–73 (HPLC, T m). Type species: Rhodococcus rhodochrous (Zopf 1889) Tsukamura 1974, 43VP.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00033/abstract
Skermania	Sker.man'i.a. N.L. n. Skermania named after Victor Bruce Darlington Skerman (1921–1993), a celebrated Australian bacterial systematist. Actinobacteria / Actinobacteria / Corynebacteriales / Nocardiaceae / Skermania Gram-stain-positive, non-acid-fast, nonmotile, non-sporeforming, facultative aerobic actinomycetes which form an extensive substrate mycelium that does not fragment in undisturbed cultures; secondary branching is rare or absent. Short branched and unbranched aerial hyphae are visible microscopically, but not to the naked eye. During early stages of growth the microscopic appearance of the organism resembles a pine tree. Colonies are orange, opaque, macroscopically dry and friable. Chemoorganotrophic with an oxidative type of metabolism. Catalase-, oxidase-, and urease-positive. Grows between 15° and 31°C. DNA G+C content (mol%): 67.5 (T m). Type species: Skermania piniformis Chun, Blackall, Kang, Hah and Goodfellow 1997, 129VP.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00034/abstract
Smaragdicoccus	Sma.rag.di.coc'cus. L. n. smaragdus malachite; N.L. masc. n. coccus (from Gr. masc. n. kokkos) grain; N.L. masc. n. Smaragdicoccus malachite(-colored) coccus. Actinobacteria / Actinobacteria / Corynebacteriales / Nocardiaceae / Smaragdicoccus Coccoidal cells without branching (0.86 µm in diameter). Stain Gram-positive, do not form spores. Multiply by binary fission. Nonmotile. Colonies are malachite green-like colored, round, and 1–3 mm in diameter after 7–14 d on 1/10 TSA at 30°C. The cell wall contains meso-diaminopimelic acid and arabinose and galactose, corresponding to the chemotype IV-A of Lechevalier and Lechevalier (1970). Cell wall acyl type is glycolyl. Predominant cellular fatty acids are straight-chain saturated and monounsaturated acids. 10-methyl branched acids are in trace amounts. Mycolic acids are C43–C49. Polar lipids are diphosphatidylglycerol, phosphatidylethanolamine, phosphatidylinositol, phosphatidylinositol mannoside and some glycolipids. Two unusual menaquinones are present, MK-8(H4, ω-methylenecycl) and MK-8(H4, dicycl). DNA G+C content (mol%): 63.7. Type species: Smaragdicoccus niigatensis Adachi, Katsuta, Matsuda, Peng, Misawa, Shizuri, Kroppenstedt, Yokota and Kasai 2007, 300VP.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00035/abstract
